,params,mean_test_accuracy,std_test_accuracy,model_name
256,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.06595453,N-gramas + RF
264,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.062048368,N-gramas + RF
352,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.06595453,N-gramas + RF
360,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.062048368,N-gramas + RF
548,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.605,0.106536379,N-gramas + RF
552,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.094074439,N-gramas + RF
556,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.605,0.102956301,N-gramas + RF
640,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.06595453,N-gramas + RF
648,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.062048368,N-gramas + RF
736,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.06595453,N-gramas + RF
744,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.605,0.062048368,N-gramas + RF
87,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,N-gramas + SVC
89,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,N-gramas + SVC
327,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,N-gramas + SVC
329,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,N-gramas + SVC
13,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.605,0.04,TF-IDF + RF
14,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.605,0.033166248,TF-IDF + RF
157,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 3}",0.605,0.04,TF-IDF + RF
158,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 50, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.0, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.605,0.033166248,TF-IDF + RF
97,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 1.0, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,TF-IDF + SVC
277,"{'FeatureExtraction__CargosLimpiosTFIDF__max_df': 0.9, 'FeatureExtraction__CargosLimpiosTFIDF__max_features': 100, 'FeatureExtraction__CargosLimpiosTFIDF__min_df': 0.05, 'FeatureExtraction__CargosLimpiosTFIDF__ngram_range': (1, 1), 'SVMPred__C': 10, 'SVMPred__kernel': 'rbf'}",0.605,0.050990195,TF-IDF + SVC
88,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.068920244,N-gramas + RF
92,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.068920244,N-gramas + RF
132,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.047434165,N-gramas + RF
160,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.109544512,N-gramas + RF
184,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
188,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
265,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 3}",0.6,0.031622777,N-gramas + RF
266,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
270,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
280,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
284,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
361,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 3}",0.6,0.031622777,N-gramas + RF
362,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
366,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
376,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
380,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
472,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.068920244,N-gramas + RF
476,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 5, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.068920244,N-gramas + RF
516,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.047434165,N-gramas + RF
544,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': True, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.109544512,N-gramas + RF
568,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
572,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
649,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 3}",0.6,0.031622777,N-gramas + RF
650,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
654,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
664,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
668,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
745,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 3}",0.6,0.031622777,N-gramas + RF
746,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
750,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 5}",0.6,0.027386128,N-gramas + RF
760,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'gini', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
764,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 0.9, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (3, 3), 'RandForestPred__bootstrap': False, 'RandForestPred__criterion': 'entropy', 'RandForestPred__min_samples_leaf': 1}",0.6,0.065192024,N-gramas + RF
105,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 25, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.6,0.04472136,N-gramas + SVC
135,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.0, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 1, 'SVMPred__kernel': 'rbf'}",0.6,0.04472136,N-gramas + SVC
169,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': 50, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.6,0.068920244,N-gramas + SVC
229,"{'FeatureExtraction__CargosLimpioNGramas__max_df': 1.0, 'FeatureExtraction__CargosLimpioNGramas__max_features': None, 'FeatureExtraction__CargosLimpioNGramas__min_df': 0.05, 'FeatureExtraction__CargosLimpioNGramas__ngram_range': (2, 2), 'SVMPred__C': 100, 'SVMPred__kernel': 'rbf'}",0.6,0.068920244,N-gramas + SVC
